cancellation_id,cancellation_date,original_checkin_date,lead_time_days,conflict_phase,hotel_chain,hotel_tier,country,city,guest_nationality,booking_type,nights_booked,guests,room_type,adr_usd,revenue_lost_usd,cancellation_reason,refund_issued,channel
CXL-0253,2025-10-02,2025-10-25,23,Active Conflict,Sofitel (Accor),Luxury,Saudi Arabia,Jeddah,Spanish,MICE,4,1,Presidential Suite,194.33,777.3,Cruise ship rerouted,No Refund,Corporate
CXL-0254,2025-03-01,2025-03-19,18,Escalation,Wyndham Hotels,Mid/Upper-Mid,Kuwait,Kuwait City,British,Honeymoon,13,4,Pool Villa,778.08,10115.1,Airspace closure — flight cancelled,No Refund,Travel Agent
CXL-0255,2026-01-28,2026-02-23,26,Peak Crisis,Four Seasons Hotels,Luxury,Iraq,Baghdad,South African,MICE,4,1,Standard,483.6,1934.42,Airline suspension of routes,Voucher,GDS
CXL-0256,2026-01-17,2026-03-23,65,Peak Crisis,Four Seasons Hotels,Luxury,Oman,Salalah,Canadian,Honeymoon,9,3,Presidential Suite,1167.28,10505.51,Flight rerouting — extended journey,Full Refund,Travel Agent
CXL-0257,2026-02-24,2026-02-26,2,Peak Crisis,Accor Group,Multi-Scale,UAE,Ras Al Khaimah,Spanish,Business,7,1,Deluxe,1522.08,10654.58,Flight rerouting — extended journey,Full Refund,OTA
CXL-0258,2026-03-17,2026-03-18,1,Peak Crisis,Anantara Hotels,Luxury,Egypt,Hurghada,Australian,Leisure,5,2,Presidential Suite,789.41,3947.03,Airline suspension of routes,Voucher,Travel Agent
CXL-0259,2025-01-21,2025-03-07,45,Escalation,Radisson Hotel Group,Upper-Upscale,Egypt,Sharm el-Sheikh,Italian,MICE,13,3,Suite,1523.54,19806.03,Corporate travel ban,Voucher,Travel Agent
CXL-0260,2025-02-08,2025-03-17,37,Escalation,Accor Group,Multi-Scale,Lebanon,Beirut,Japanese,MICE,2,3,Deluxe,431.06,862.12,Cruise ship rerouted,Full Refund,GDS
CXL-0261,2025-05-09,2025-05-25,16,Escalation,Best Western,Mid-Scale,Egypt,Cairo,South Korean,Business,4,6,Standard,576.09,2304.38,Cruise ship rerouted,Partial Refund,Direct Website
CXL-0262,2025-07-27,2025-10-08,73,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Iraq,Baghdad,British,Group,6,5,Standard,1446.04,8676.26,Airline suspension of routes,Partial Refund,OTA
CXL-0263,2025-08-09,2025-10-13,65,Active Conflict,Best Western,Mid-Scale,Kuwait,Kuwait City,Brazilian,MICE,8,4,Standard,267.27,2138.14,Flight rerouting — extended journey,Voucher,Travel Agent
CXL-0264,2024-06-10,2024-08-02,53,Pre-Tension,Rotana Hotels,Upper-Upscale,Lebanon,Beirut,Brazilian,MICE,2,1,Suite,813.08,1626.17,Flight rerouting — extended journey,Voucher,Travel Agent
CXL-0265,2026-06-25,2026-06-28,3,Post-Ceasefire,Sofitel (Accor),Luxury,Jordan,Aqaba,Russian,MICE,8,6,Presidential Suite,864.49,6915.91,Insurance non-coverage,Full Refund,Corporate
CXL-0266,2025-06-03,2025-08-06,64,Active Conflict,Rotana Hotels,Upper-Upscale,Oman,Muscat,Chinese,Business,7,3,Standard,693.73,4856.1,Flight rerouting — extended journey,No Refund,OTA
CXL-0267,2025-11-07,2025-12-11,34,Active Conflict,Jumeirah Group,Ultra-Luxury,Lebanon,Beirut,Australian,Business,3,5,Presidential Suite,1071.21,3213.64,Corporate travel ban,No Refund,GDS
CXL-0268,2025-01-02,2025-02-26,55,Escalation,Four Seasons Hotels,Luxury,Saudi Arabia,NEOM area,Russian,Honeymoon,9,3,Deluxe,1292.36,11631.27,MICE event cancelled,Voucher,Direct Website
CXL-0269,2026-02-25,2026-03-14,17,Peak Crisis,Best Western,Mid-Scale,UAE,Dubai,Russian,Group,13,4,Deluxe,380.49,4946.41,MICE event cancelled,Full Refund,Direct Website
CXL-0270,2025-01-23,2025-02-24,32,Escalation,IHG Hotels & Resorts,Upper-Upscale,Bahrain,Manama,South Korean,Business,2,5,Deluxe,1298.89,2597.78,Airspace closure — flight cancelled,Full Refund,OTA
CXL-0271,2026-06-05,2026-06-13,8,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,UAE,Ras Al Khaimah,Chinese,Honeymoon,5,5,Presidential Suite,1027.43,5137.16,Corporate travel ban,No Refund,Direct Website
CXL-0272,2026-02-15,2026-02-24,9,Peak Crisis,Hilton Worldwide,Luxury/Upper-Upscale,Iraq,Erbil,Russian,Honeymoon,6,1,Presidential Suite,606.19,3637.15,Force majeure — war clause,No Refund,Travel Agent
CXL-0273,2026-03-08,2026-03-14,6,Peak Crisis,Anantara Hotels,Luxury,Oman,Muscat,French,Honeymoon,8,5,Presidential Suite,1601.5,12811.97,Government travel advisory Level 4,Partial Refund,GDS
CXL-0274,2025-09-10,2025-11-03,54,Active Conflict,Anantara Hotels,Luxury,Iraq,Erbil,Spanish,Honeymoon,4,6,Pool Villa,1778.56,7114.25,Corporate travel ban,Voucher,GDS
CXL-0275,2025-05-17,2025-05-31,14,Escalation,Kempinski Hotels,Luxury,Qatar,Al Rayyan,South Korean,Honeymoon,7,1,Pool Villa,1292.63,9048.38,Government travel advisory Level 4,Voucher,Direct Website
CXL-0276,2025-09-17,2025-12-03,77,Active Conflict,Best Western,Mid-Scale,Kuwait,Kuwait City,Russian,Honeymoon,12,2,Suite,1126.65,13519.84,Safety concerns — conflict proximity,Voucher,Corporate
CXL-0277,2026-01-15,2026-03-18,62,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Iraq,Erbil,Brazilian,Honeymoon,7,4,Standard,1081.57,7571.01,Government travel advisory Level 4,Full Refund,Direct Website
CXL-0278,2026-03-05,2026-03-31,26,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Saudi Arabia,Dammam,South Korean,MICE,1,6,Deluxe,1447.93,1447.93,Airspace closure — flight cancelled,Partial Refund,Corporate
CXL-0279,2026-05-29,2026-06-08,10,Post-Ceasefire,Hilton Worldwide,Luxury/Upper-Upscale,Saudi Arabia,Jeddah,South Korean,Leisure,13,3,Suite,1200.95,15612.4,Corporate travel ban,Voucher,Direct Website
CXL-0280,2026-02-04,2026-03-02,26,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Qatar,Doha,Russian,Business,2,4,Deluxe,705.36,1410.72,MICE event cancelled,Partial Refund,GDS
CXL-0281,2024-03-20,2024-04-25,36,Pre-Tension,Best Western,Mid-Scale,Bahrain,Manama,Japanese,Leisure,3,3,Suite,546.96,1640.88,Airspace closure — flight cancelled,Partial Refund,OTA
CXL-0282,2026-02-10,2026-03-02,20,Peak Crisis,Hilton Worldwide,Luxury/Upper-Upscale,Iraq,Erbil,British,Business,11,3,Suite,1625.05,17875.53,Hotel temporarily closed,No Refund,Direct Website
CXL-0283,2026-02-14,2026-02-17,3,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Egypt,Hurghada,Italian,Business,1,6,Deluxe,1140.41,1140.41,Hotel temporarily closed,Full Refund,Corporate
CXL-0284,2026-03-14,2026-03-28,14,Peak Crisis,Accor Group,Multi-Scale,UAE,Abu Dhabi,Spanish,Business,5,1,Standard,648.76,3243.81,Airspace closure — flight cancelled,Full Refund,Travel Agent
CXL-0285,2026-03-27,2026-03-31,4,Peak Crisis,Kempinski Hotels,Luxury,Qatar,Doha,South African,Business,6,6,Presidential Suite,1287.61,7725.65,Flight rerouting — extended journey,Partial Refund,Travel Agent
CXL-0286,2025-08-27,2025-09-28,32,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Egypt,Hurghada,Australian,Business,8,2,Suite,882.29,7058.33,Corporate travel ban,No Refund,Corporate
CXL-0287,2026-05-07,2026-06-05,29,Post-Ceasefire,Anantara Hotels,Luxury,Saudi Arabia,Jeddah,Chinese,Business,7,4,Pool Villa,856.18,5993.29,Airline suspension of routes,Partial Refund,Corporate
CXL-0288,2025-09-27,2025-12-26,90,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,UAE,Abu Dhabi,American,Business,6,1,Suite,1690.67,10144.0,Airline suspension of routes,Partial Refund,Corporate
CXL-0289,2025-02-10,2025-04-11,60,Escalation,Jumeirah Group,Ultra-Luxury,Iraq,Erbil,Australian,Business,3,3,Deluxe,1490.39,4471.16,MICE event cancelled,Full Refund,Direct Website
CXL-0290,2026-03-19,2026-03-19,0,Peak Crisis,Anantara Hotels,Luxury,Bahrain,Muharraq,German,Group,2,6,Suite,1140.85,2281.7,MICE event cancelled,Partial Refund,Corporate
CXL-0291,2026-02-16,2026-03-08,20,Peak Crisis,Anantara Hotels,Luxury,Egypt,Sharm el-Sheikh,American,Leisure,2,3,Presidential Suite,1473.37,2946.74,Cruise ship rerouted,Partial Refund,Direct Website
CXL-0292,2024-12-27,2024-12-30,3,Pre-Tension,Marriott International,Luxury/Upper-Upscale,Oman,Muscat,Indian,Business,1,6,Presidential Suite,605.58,605.58,Force majeure — war clause,Partial Refund,Travel Agent
CXL-0293,2025-08-04,2025-08-30,26,Active Conflict,Rotana Hotels,Upper-Upscale,Qatar,Al Rayyan,Italian,Leisure,2,3,Standard,393.13,786.27,Flight rerouting — extended journey,Partial Refund,Direct Website
CXL-0294,2026-05-27,2026-06-21,25,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Lebanon,Beirut,Brazilian,Honeymoon,3,4,Presidential Suite,989.21,2967.63,Hotel temporarily closed,No Refund,Travel Agent
CXL-0295,2025-02-25,2025-03-21,24,Escalation,IHG Hotels & Resorts,Upper-Upscale,Lebanon,Beirut,British,Leisure,1,1,Presidential Suite,221.94,221.94,Airline suspension of routes,Partial Refund,GDS
CXL-0296,2026-02-24,2026-03-26,30,Peak Crisis,Accor Group,Multi-Scale,Egypt,Hurghada,American,Group,7,3,Deluxe,1060.02,7420.16,Hotel temporarily closed,No Refund,Travel Agent
CXL-0297,2026-01-31,2026-02-18,18,Peak Crisis,Kempinski Hotels,Luxury,Kuwait,Kuwait City,Indian,Group,4,2,Suite,453.29,1813.15,Cruise ship rerouted,Voucher,Corporate
CXL-0298,2025-12-28,2025-12-28,0,Active Conflict,Four Seasons Hotels,Luxury,Oman,Salalah,American,Group,7,6,Suite,481.15,3368.04,Flight rerouting — extended journey,Partial Refund,GDS
CXL-0299,2026-04-09,2026-06-13,65,Post-Ceasefire,Mandarin Oriental,Ultra-Luxury,Oman,Muscat,Canadian,Group,12,4,Suite,803.21,9638.49,MICE event cancelled,No Refund,Corporate
CXL-0300,2025-12-20,2025-12-26,6,Active Conflict,Mandarin Oriental,Ultra-Luxury,UAE,Dubai,Australian,MICE,11,2,Deluxe,1313.81,14451.9,Safety concerns — conflict proximity,Voucher,GDS
CXL-0301,2026-03-23,2026-03-25,2,Peak Crisis,Rotana Hotels,Upper-Upscale,Saudi Arabia,Riyadh,German,MICE,3,2,Standard,1751.76,5255.27,Force majeure — war clause,No Refund,GDS
CXL-0302,2025-10-29,2025-12-15,47,Active Conflict,Kempinski Hotels,Luxury,Bahrain,Muharraq,Russian,Leisure,3,2,Suite,949.71,2849.13,Government travel advisory Level 4,No Refund,Direct Website
CXL-0303,2026-05-10,2026-05-23,13,Post-Ceasefire,Rotana Hotels,Upper-Upscale,UAE,Abu Dhabi,American,Business,14,4,Presidential Suite,226.29,3168.11,Safety concerns — conflict proximity,Partial Refund,Corporate
CXL-0304,2026-01-16,2026-01-18,2,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Iraq,Baghdad,Canadian,Business,11,2,Pool Villa,663.81,7301.86,Safety concerns — conflict proximity,Partial Refund,Corporate
CXL-0305,2026-01-05,2026-01-16,11,Peak Crisis,Anantara Hotels,Luxury,Kuwait,Kuwait City,Australian,Group,3,5,Pool Villa,579.49,1738.48,Corporate travel ban,Partial Refund,Corporate
CXL-0306,2025-05-20,2025-05-27,7,Escalation,Kempinski Hotels,Luxury,Lebanon,Beirut,Russian,Group,11,3,Pool Villa,1390.02,15290.17,Airspace closure — flight cancelled,Full Refund,Travel Agent
CXL-0307,2026-02-09,2026-02-28,19,Peak Crisis,Best Western,Mid-Scale,Jordan,Aqaba,Japanese,Business,7,5,Presidential Suite,659.2,4614.42,Cruise ship rerouted,Full Refund,Corporate
CXL-0308,2026-01-27,2026-03-20,52,Peak Crisis,Anantara Hotels,Luxury,Lebanon,Beirut,Italian,Leisure,11,6,Pool Villa,737.37,8111.06,Corporate travel ban,No Refund,Corporate
CXL-0309,2025-04-20,2025-04-30,10,Escalation,Mandarin Oriental,Ultra-Luxury,Iraq,Erbil,Spanish,Business,3,4,Deluxe,777.53,2332.6,Safety concerns — conflict proximity,No Refund,Travel Agent
CXL-0310,2026-01-21,2026-03-24,62,Peak Crisis,Four Seasons Hotels,Luxury,Bahrain,Muharraq,Brazilian,Honeymoon,14,4,Deluxe,1670.99,23393.86,Flight rerouting — extended journey,Full Refund,GDS
CXL-0311,2025-07-20,2025-10-14,86,Active Conflict,Kempinski Hotels,Luxury,Bahrain,Muharraq,American,Leisure,5,4,Suite,836.71,4183.55,Government travel advisory Level 4,No Refund,Corporate
CXL-0312,2026-02-19,2026-02-24,5,Peak Crisis,Best Western,Mid-Scale,Lebanon,Beirut,Japanese,Honeymoon,14,5,Presidential Suite,803.16,11244.26,Hotel temporarily closed,Voucher,Corporate
CXL-0313,2026-05-05,2026-05-21,16,Post-Ceasefire,Anantara Hotels,Luxury,Iraq,Erbil,Spanish,Honeymoon,1,2,Suite,1272.3,1272.3,Government travel advisory Level 4,Voucher,Corporate
CXL-0314,2026-02-23,2026-02-28,5,Peak Crisis,Accor Group,Multi-Scale,Bahrain,Muharraq,French,Business,1,5,Standard,1758.78,1758.78,Hotel temporarily closed,Partial Refund,Corporate
CXL-0315,2024-07-21,2024-10-03,74,Pre-Tension,Radisson Hotel Group,Upper-Upscale,Bahrain,Muharraq,German,Business,7,5,Presidential Suite,262.39,1836.75,Flight rerouting — extended journey,Partial Refund,Corporate
CXL-0316,2026-01-01,2026-01-12,11,Peak Crisis,Anantara Hotels,Luxury,Qatar,Doha,French,Leisure,13,1,Pool Villa,276.69,3596.91,Corporate travel ban,Partial Refund,OTA
CXL-0317,2024-03-19,2024-04-18,30,Pre-Tension,Wyndham Hotels,Mid/Upper-Mid,Iraq,Baghdad,French,Business,3,2,Presidential Suite,270.77,812.32,Cruise ship rerouted,Partial Refund,OTA
CXL-0318,2025-06-02,2025-08-16,75,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Lebanon,Beirut,French,Leisure,3,4,Pool Villa,225.08,675.23,MICE event cancelled,Voucher,Travel Agent
CXL-0319,2025-01-29,2025-02-21,23,Escalation,Rotana Hotels,Upper-Upscale,Iraq,Erbil,Spanish,Group,1,2,Presidential Suite,311.18,311.18,Cruise ship rerouted,No Refund,Travel Agent
CXL-0320,2026-06-29,2026-06-29,0,Post-Ceasefire,Four Seasons Hotels,Luxury,UAE,Dubai,Spanish,Leisure,2,6,Presidential Suite,1110.03,2220.05,Insurance non-coverage,No Refund,Direct Website
CXL-0321,2026-01-23,2026-03-01,37,Peak Crisis,Accor Group,Multi-Scale,Kuwait,Kuwait City,Australian,Leisure,4,5,Suite,1650.96,6603.83,Government travel advisory Level 4,No Refund,GDS
CXL-0322,2026-02-08,2026-03-07,27,Peak Crisis,Hilton Worldwide,Luxury/Upper-Upscale,Iraq,Baghdad,Italian,Honeymoon,8,6,Presidential Suite,246.66,1973.29,Airspace closure — flight cancelled,Partial Refund,Travel Agent
CXL-0323,2025-02-17,2025-02-21,4,Escalation,Marriott International,Luxury/Upper-Upscale,Kuwait,Kuwait City,Italian,Honeymoon,10,2,Standard,1233.7,12337.01,Hotel temporarily closed,Partial Refund,GDS
CXL-0324,2026-03-14,2026-03-17,3,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Qatar,Doha,British,Leisure,2,4,Suite,1249.01,2498.02,MICE event cancelled,Partial Refund,Direct Website
CXL-0325,2025-06-20,2025-08-28,69,Active Conflict,Kempinski Hotels,Luxury,Bahrain,Manama,Australian,Group,12,3,Deluxe,458.39,5500.66,Corporate travel ban,Partial Refund,OTA
CXL-0326,2026-04-12,2026-05-10,28,Post-Ceasefire,Best Western,Mid-Scale,Saudi Arabia,Riyadh,Indian,Business,8,5,Pool Villa,721.43,5771.46,Airline suspension of routes,Partial Refund,Travel Agent
CXL-0327,2026-01-04,2026-01-16,12,Peak Crisis,Radisson Hotel Group,Upper-Upscale,Saudi Arabia,Medina,Russian,Group,9,1,Pool Villa,336.35,3027.16,Insurance non-coverage,Partial Refund,Corporate
CXL-0328,2024-06-12,2024-06-24,12,Pre-Tension,Jumeirah Group,Ultra-Luxury,Oman,Muscat,Russian,Group,7,3,Deluxe,1394.12,9758.84,Airspace closure — flight cancelled,Partial Refund,Direct Website
CXL-0329,2024-10-20,2024-11-27,38,Pre-Tension,Kempinski Hotels,Luxury,Saudi Arabia,Medina,Brazilian,Leisure,13,3,Suite,494.38,6426.95,Cruise ship rerouted,Full Refund,GDS
CXL-0330,2026-01-10,2026-03-28,77,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Lebanon,Beirut,British,Group,2,1,Suite,1246.83,2493.65,Corporate travel ban,Full Refund,Corporate
CXL-0331,2025-08-21,2025-09-10,20,Active Conflict,Best Western,Mid-Scale,Lebanon,Beirut,Spanish,Group,8,4,Pool Villa,252.77,2022.16,Force majeure — war clause,Voucher,Travel Agent
CXL-0332,2026-01-07,2026-01-07,0,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Lebanon,Beirut,Canadian,MICE,11,4,Standard,797.96,8777.57,Corporate travel ban,Partial Refund,GDS
CXL-0333,2025-06-02,2025-06-12,10,Active Conflict,Radisson Hotel Group,Upper-Upscale,Egypt,Cairo,Australian,Business,3,4,Deluxe,1208.05,3624.14,Hotel temporarily closed,Partial Refund,Corporate
CXL-0334,2024-12-19,2024-12-27,8,Pre-Tension,Marriott International,Luxury/Upper-Upscale,Bahrain,Manama,German,Leisure,6,1,Deluxe,298.48,1790.91,Force majeure — war clause,Full Refund,Travel Agent
CXL-0335,2026-05-20,2026-06-23,34,Post-Ceasefire,Anantara Hotels,Luxury,UAE,Dubai,British,Business,10,5,Suite,215.24,2152.41,Airspace closure — flight cancelled,Voucher,GDS
CXL-0336,2025-05-01,2025-05-21,20,Escalation,Mandarin Oriental,Ultra-Luxury,Kuwait,Kuwait City,British,Group,2,6,Suite,296.38,592.76,Hotel temporarily closed,No Refund,Travel Agent
CXL-0337,2026-03-07,2026-03-24,17,Peak Crisis,Kempinski Hotels,Luxury,Jordan,Amman,Spanish,MICE,11,1,Standard,419.82,4618.03,Flight rerouting — extended journey,Full Refund,GDS
CXL-0338,2026-03-11,2026-03-13,2,Peak Crisis,Rotana Hotels,Upper-Upscale,Bahrain,Manama,Spanish,MICE,1,1,Suite,314.67,314.67,Insurance non-coverage,Voucher,Travel Agent
CXL-0339,2025-09-15,2025-09-24,9,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Iraq,Erbil,British,Leisure,5,5,Presidential Suite,808.52,4042.62,Airspace closure — flight cancelled,Partial Refund,OTA
CXL-0340,2025-08-18,2025-09-29,42,Active Conflict,Sofitel (Accor),Luxury,Saudi Arabia,Medina,German,Business,8,1,Pool Villa,362.74,2901.96,Airspace closure — flight cancelled,No Refund,GDS
CXL-0341,2026-05-10,2026-06-07,28,Post-Ceasefire,Radisson Hotel Group,Upper-Upscale,Lebanon,Beirut,Brazilian,Business,8,6,Deluxe,374.38,2995.0,Airspace closure — flight cancelled,No Refund,Corporate
CXL-0342,2026-01-24,2026-02-27,34,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Lebanon,Beirut,Australian,Business,4,3,Presidential Suite,1319.44,5277.77,Safety concerns — conflict proximity,Partial Refund,Direct Website
CXL-0343,2026-02-13,2026-03-29,44,Peak Crisis,Kempinski Hotels,Luxury,Egypt,Sharm el-Sheikh,Indian,Leisure,1,2,Pool Villa,1305.05,1305.05,Airline suspension of routes,Voucher,Travel Agent
CXL-0344,2025-05-16,2025-05-25,9,Escalation,Jumeirah Group,Ultra-Luxury,Jordan,Aqaba,Australian,Business,5,3,Pool Villa,373.27,1866.35,Hotel temporarily closed,Partial Refund,GDS
CXL-0345,2026-02-20,2026-03-14,22,Peak Crisis,Rotana Hotels,Upper-Upscale,Qatar,Doha,Russian,Group,2,5,Presidential Suite,1359.52,2719.04,Safety concerns — conflict proximity,Partial Refund,Travel Agent
CXL-0346,2025-07-28,2025-08-27,30,Active Conflict,Best Western,Mid-Scale,Kuwait,Kuwait City,American,Group,11,2,Presidential Suite,243.26,2675.85,Airline suspension of routes,Partial Refund,GDS
CXL-0347,2026-01-15,2026-02-17,33,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Qatar,Doha,South African,MICE,7,6,Deluxe,473.8,3316.63,Insurance non-coverage,Partial Refund,Travel Agent
CXL-0348,2025-05-16,2025-05-29,13,Escalation,IHG Hotels & Resorts,Upper-Upscale,Qatar,Doha,Indian,MICE,6,4,Suite,203.05,1218.33,Corporate travel ban,Full Refund,GDS
CXL-0349,2025-08-14,2025-09-01,18,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Saudi Arabia,Riyadh,South Korean,MICE,8,3,Suite,587.48,4699.82,MICE event cancelled,No Refund,Travel Agent
CXL-0350,2026-01-22,2026-02-01,10,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Lebanon,Beirut,Russian,Business,14,6,Pool Villa,1417.65,19847.16,Government travel advisory Level 4,No Refund,OTA
CXL-0351,2025-01-29,2025-02-13,15,Escalation,Mandarin Oriental,Ultra-Luxury,Jordan,Aqaba,South African,MICE,8,6,Presidential Suite,1157.24,9257.95,Force majeure — war clause,Partial Refund,Corporate
CXL-0352,2026-03-06,2026-03-20,14,Peak Crisis,Radisson Hotel Group,Upper-Upscale,Qatar,Al Rayyan,Canadian,Honeymoon,12,2,Pool Villa,683.29,8199.53,Hotel temporarily closed,Voucher,GDS
CXL-0353,2026-03-14,2026-03-17,3,Peak Crisis,Sofitel (Accor),Luxury,Oman,Muscat,Spanish,Leisure,1,1,Suite,916.78,916.78,Corporate travel ban,Full Refund,Corporate
CXL-0354,2025-08-11,2025-10-11,61,Active Conflict,Anantara Hotels,Luxury,Iraq,Baghdad,Australian,Honeymoon,11,2,Deluxe,230.38,2534.21,Force majeure — war clause,No Refund,Direct Website
CXL-0355,2026-04-04,2026-06-07,64,Post-Ceasefire,Accor Group,Multi-Scale,Saudi Arabia,Jeddah,French,Group,7,3,Pool Villa,1641.75,11492.23,Cruise ship rerouted,Voucher,Direct Website
CXL-0356,2025-12-08,2025-12-09,1,Active Conflict,Kempinski Hotels,Luxury,Saudi Arabia,Mecca,Italian,Honeymoon,7,1,Presidential Suite,852.53,5967.69,Government travel advisory Level 4,Full Refund,Travel Agent
CXL-0357,2026-03-18,2026-03-28,10,Peak Crisis,Four Seasons Hotels,Luxury,Jordan,Amman,South African,Business,8,3,Standard,1151.77,9214.19,Hotel temporarily closed,Voucher,Corporate
CXL-0358,2026-06-20,2026-06-20,0,Post-Ceasefire,Marriott International,Luxury/Upper-Upscale,Jordan,Aqaba,Indian,Group,7,1,Standard,1551.68,10861.77,Corporate travel ban,Full Refund,OTA
CXL-0359,2025-02-12,2025-03-24,40,Escalation,Four Seasons Hotels,Luxury,UAE,Abu Dhabi,British,MICE,4,1,Standard,835.27,3341.08,Safety concerns — conflict proximity,Voucher,Direct Website
CXL-0360,2026-03-21,2026-03-29,8,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Jordan,Petra,German,Leisure,11,2,Pool Villa,336.15,3697.68,Insurance non-coverage,Full Refund,GDS
CXL-0361,2026-03-20,2026-03-28,8,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Kuwait,Kuwait City,Spanish,Group,1,4,Pool Villa,1170.49,1170.49,MICE event cancelled,Voucher,Corporate
CXL-0362,2026-01-21,2026-01-25,4,Peak Crisis,Accor Group,Multi-Scale,UAE,Dubai,German,MICE,2,3,Presidential Suite,1532.94,3065.89,Airspace closure — flight cancelled,Voucher,Direct Website
CXL-0363,2026-01-22,2026-02-22,31,Peak Crisis,Hilton Worldwide,Luxury/Upper-Upscale,Lebanon,Beirut,German,Honeymoon,12,3,Suite,1105.05,13260.54,MICE event cancelled,No Refund,Travel Agent
CXL-0364,2026-06-24,2026-06-27,3,Post-Ceasefire,Anantara Hotels,Luxury,Jordan,Amman,South Korean,Honeymoon,13,4,Deluxe,1308.84,17014.93,MICE event cancelled,Partial Refund,OTA
CXL-0365,2025-10-06,2025-12-06,61,Active Conflict,Kempinski Hotels,Luxury,Iraq,Erbil,Brazilian,Business,14,5,Presidential Suite,1208.17,16914.32,Flight rerouting — extended journey,Voucher,OTA
CXL-0366,2025-12-02,2025-12-22,20,Active Conflict,Wyndham Hotels,Mid/Upper-Mid,Saudi Arabia,Riyadh,Italian,Honeymoon,10,2,Standard,1148.65,11486.53,Corporate travel ban,Full Refund,GDS
CXL-0367,2026-01-30,2026-03-07,36,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,UAE,Abu Dhabi,Brazilian,Business,13,4,Pool Villa,1374.42,17867.5,Corporate travel ban,Voucher,Corporate
CXL-0368,2026-02-19,2026-03-18,27,Peak Crisis,Best Western,Mid-Scale,UAE,Ajman,Australian,Group,4,3,Standard,656.97,2627.88,Flight rerouting — extended journey,No Refund,OTA
CXL-0369,2026-01-12,2026-01-19,7,Peak Crisis,Accor Group,Multi-Scale,Saudi Arabia,Dammam,German,Group,3,4,Suite,422.57,1267.71,Cruise ship rerouted,No Refund,OTA
CXL-0370,2026-01-17,2026-02-21,35,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Oman,Salalah,South Korean,Business,9,3,Suite,1771.4,15942.61,Insurance non-coverage,No Refund,Direct Website
CXL-0371,2025-12-23,2025-12-27,4,Active Conflict,Mandarin Oriental,Ultra-Luxury,Bahrain,Muharraq,Chinese,Leisure,8,6,Presidential Suite,1709.6,13676.82,Insurance non-coverage,No Refund,GDS
CXL-0372,2025-07-28,2025-09-28,62,Active Conflict,Four Seasons Hotels,Luxury,Kuwait,Kuwait City,German,Business,12,2,Suite,694.93,8339.11,Hotel temporarily closed,No Refund,Travel Agent
CXL-0373,2025-10-30,2025-12-23,54,Active Conflict,Kempinski Hotels,Luxury,UAE,Dubai,Brazilian,Business,8,3,Presidential Suite,1425.22,11401.73,MICE event cancelled,Partial Refund,Corporate
CXL-0374,2025-11-23,2025-12-20,27,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Oman,Muscat,Indian,Honeymoon,13,5,Pool Villa,805.72,10474.41,MICE event cancelled,Full Refund,Direct Website
CXL-0375,2025-02-27,2025-05-23,85,Escalation,Accor Group,Multi-Scale,Lebanon,Beirut,Japanese,MICE,1,4,Standard,151.52,151.52,Corporate travel ban,Full Refund,Direct Website
CXL-0376,2025-09-15,2025-11-26,72,Active Conflict,Anantara Hotels,Luxury,Oman,Salalah,Japanese,MICE,6,2,Standard,1531.31,9187.85,Airline suspension of routes,Voucher,Travel Agent
CXL-0377,2026-02-12,2026-02-22,10,Peak Crisis,Best Western,Mid-Scale,Iraq,Erbil,Russian,Business,2,3,Standard,365.89,731.78,Force majeure — war clause,Full Refund,Corporate
CXL-0378,2025-06-06,2025-07-26,50,Active Conflict,Accor Group,Multi-Scale,Bahrain,Manama,South Korean,Group,7,1,Pool Villa,263.76,1846.35,Flight rerouting — extended journey,Partial Refund,Travel Agent
CXL-0379,2025-02-15,2025-05-09,83,Escalation,Rotana Hotels,Upper-Upscale,Jordan,Aqaba,Italian,Honeymoon,14,2,Standard,1237.37,17323.17,Force majeure — war clause,Full Refund,Corporate
